Team,Date,Score,Completion %,Huck %,Hold %,OLC %,Break %,DLC %,RZC %,Turnovers,Blocks,Completion%,Huck %,Hold %,OLC%,Break %,DLC %,RZC %,Away Score,Home Score,Points/Total
Sol,7/2/2022,ATX 26 - 16 DAL,94% (261/278),69% (9/13),83% (15/18),60% (15/25),39% (11/28),58% (11/19),90% (19/21),17,11,0.94,0.69,0.83,0.60,0.39,0.58,0.90,26,16,0.619
Summit,7/2/2022,LA 15 - 24 COL,96% (247/257),64% (9/14),81% (13/16),72% (13/18),44% (11/25),65% (11/17),78% (14/18),10,9,0.96,0.64,0.81,0.72,0.44,0.65,0.78,15,24,0.615
Thunderbirds,7/2/2022,PIT 26 - 28 IND,95% (269/283),86% (12/14),63% (19/30),61% (19/31),25% (7/28),78% (7/9),83% (15/18),14,4,0.95,0.86,0.63,0.61,0.25,0.78,0.83,26,28,0.481
Wind Chill,7/2/2022,MIN 33 - 19 DET,94% (235/249),82% (9/11),90% (19/21),70% (19/27),42% (14/33),67% (14/21),94% (16/17),14,13,0.94,0.82,0.90,0.70,0.42,0.67,0.94,33,19,0.635
Outlaws,7/7/2022,OTT 23 - 20 MTL,96% (284/295),71% (5/7),82% (18/22),72% (18/25),22% (5/23),50% (5/10),88% (15/17),11,6,0.96,0.71,0.82,0.72,0.22,0.50,0.88,23,20,0.535
Royal,7/7/2022,OTT 23 - 20 MTL,94% (209/222),90% (9/10),71% (17/24),63% (17/27),14% (3/22),50% (3/6),64% (7/11),13,6,0.94,0.90,0.71,0.63,0.14,0.50,0.64,23,20,0.465
Breeze,7/8/2022,PHI 24 - 25 DC,95% (255/269),58% (7/12),72% (18/25),56% (18/32),26% (7/27),88% (7/8),84% (16/19),14,6,0.95,0.58,0.72,0.56,0.26,0.88,0.84,24,25,0.51
Cascades,7/8/2022,SLC 25 - 24 SEA,91% (264/290),50% (8/16),67% (18/27),49% (18/37),23% (6/26),46% (6/13),92% (11/12),26,15,0.91,0.50,0.67,0.49,0.23,0.46,0.92,25,24,0.49
Hustle,7/8/2022,ATL 17 - 14 DAL,93% (235/252),44% (4/9),71% (12/17),48% (12/25),26% (5/19),42% (5/12),71% (10/14),17,13,0.93,0.44,0.71,0.48,0.26,0.42,0.71,17,14,0.548
Legion,7/8/2022,ATL 17 - 14 DAL,93% (275/297),57% (8/14),58% (11/19),44% (11/25),18% (3/17),27% (3/11),73% (8/11),22,10,0.93,0.57,0.58,0.44,0.18,0.27,0.73,17,14,0.452
Phoenix,7/8/2022,PHI 24 - 25 DC,95% (296/312),73% (8/11),70% (19/27),68% (19/28),20% (5/25),42% (5/12),89% (16/18),16,8,0.95,0.73,0.70,0.68,0.20,0.42,0.89,24,25,0.49
Shred,7/8/2022,SLC 25 - 24 SEA,91% (246/269),67% (6/9),73% (19/26),58% (19/33),22% (6/27),35% (6/17),78% (18/23),23,13,0.91,0.67,0.73,0.58,0.22,0.35,0.78,25,24,0.51
AlleyCats,7/9/2022,IND 15 - 23 CHI,90% (208/232),71% (5/7),43% (10/23),34% (10/29),29% (5/17),45% (5/11),56% (9/16),24,7,0.90,0.71,0.43,0.34,0.29,0.45,0.56,15,23,0.395
Cannons,7/9/2022,TB 11 - 20 CAR,87% (193/222),46% (6/13),41% (9/22),28% (9/32),15% (2/13),25% (2/8),60% (6/10),29,10,0.87,0.46,0.41,0.28,0.15,0.25,0.60,11,20,0.355
Empire,7/9/2022,BOS 18 - 32 NY,97% (272/281),100% (10/10),80% (16/20),70% (16/23),47% (16/34),89% (16/18),90% (19/21),9,14,0.97,1.00,0.80,0.70,0.47,0.89,0.90,18,32,0.64
Flyers,7/9/2022,TB 11 - 20 CAR,93% (232/250),13% (1/8),77% (10/13),56% (10/18),45% (10/22),48% (10/21),83% (15/18),18,13,0.93,0.13,0.77,0.56,0.45,0.48,0.83,11,20,0.645
Glory,7/9/2022,BOS 18 - 32 NY,90% (206/230),60% (9/15),44% (15/34),42% (15/36),15% (3/20),50% (3/6),64% (9/14),24,5,0.90,0.60,0.44,0.42,0.15,0.50,0.64,18,32,0.36
Hustle,7/9/2022,ATL 17 - 18 ATX,90% (145/162),64% (9/14),60% (12/20),48% (12/25),28% (5/18),45% (5/11),69% (11/16),17,11,0.90,0.64,0.60,0.48,0.28,0.45,0.69,17,18,0.486
Mechanix,7/9/2022,DET 19 - 22 PIT,93% (241/259),91% (10/11),54% (13/24),46% (13/28),29% (6/21),60% (6/10),58% (7/12),18,6,0.93,0.91,0.54,0.46,0.29,0.60,0.58,19,22,0.463
Nitro,7/9/2022,SLC 28 - 14 POR,89% (276/309),53% (8/15),45% (13/29),33% (13/40),6% (1/16),14% (1/7),53% (8/15),33,11,0.89,0.53,0.45,0.33,0.06,0.14,0.53,28,14,0.333
Shred,7/9/2022,SLC 28 - 14 POR,92% (208/227),63% (5/8),81% (13/16),62% (13/21),52% (15/29),56% (15/27),78% (21/27),19,23,0.92,0.63,0.81,0.62,0.52,0.56,0.78,28,14,0.667
Sol,7/9/2022,ATL 17 - 18 ATX,95% (323/339),70% (7/10),67% (12/18),52% (12/23),30% (6/20),55% (6/11),64% (14/22),16,8,0.95,0.70,0.67,0.52,0.30,0.55,0.64,17,18,0.514
Thunderbirds,7/9/2022,DET 19 - 22 PIT,94% (266/282),64% (9/14),62% (13/21),54% (13/24),38% (9/24),64% (9/14),75% (15/20),16,9,0.94,0.64,0.62,0.54,0.38,0.64,0.75,19,22,0.537
Union,7/9/2022,IND 15 - 23 CHI,93% (239/256),71% (10/14),65% (11/17),48% (11/23),52% (12/23),67% (12/18),86% (12/14),17,10,0.93,0.71,0.65,0.48,0.52,0.67,0.86,15,23,0.605
Radicals,7/10/2022,MIN 18 - 21 MAD,94% (236/251),60% (6/10),80% (16/20),67% (16/24),23% (5/22),42% (5/12),72% (13/18),15,10,0.94,0.60,0.80,0.67,0.23,0.42,0.72,18,21,0.538
Wind Chill,7/10/2022,MIN 18 - 21 MAD,94% (283/302),42% (5/12),64% (14/22),48% (14/29),20% (4/20),50% (4/8),75% (12/16),19,8,0.94,0.42,0.64,0.48,0.20,0.50,0.75,18,21,0.462
AlleyCats,7/15/2022,IND 19 - 17 MAD,96% (327/339),63% (5/8),63% (12/19),57% (12/21),37% (7/19),78% (7/9),71% (10/14),12,8,0.96,0.63,0.63,0.57,0.37,0.78,0.71,19,17,0.528
Breeze,7/15/2022,DC 24 - 14 MTL,96% (229/239),69% (9/13),88% (14/16),70% (14/20),40% (10/25),67% (10/15),95% (18/19),10,12,0.96,0.69,0.88,0.70,0.40,0.67,0.95,24,14,0.632
Growlers,7/15/2022,COL 20 - 23 SD,96% (264/275),73% (8/11),82% (18/22),67% (18/27),21% (5/24),63% (5/8),92% (12/13),11,11,0.96,0.73,0.82,0.67,0.21,0.63,0.92,20,23,0.535
Radicals,7/15/2022,IND 19 - 17 MAD,94% (222/236),50% (6/12),58% (11/19),52% (11/21),32% (6/19),60% (6/10),76% (13/17),14,7,0.94,0.50,0.58,0.52,0.32,0.60,0.76,19,17,0.472
Royal,7/15/2022,DC 24 - 14 MTL,92% (253/274),36% (4/11),48% (12/25),41% (12/29),13% (2/16),33% (2/6),83% (10/12),21,2,0.92,0.36,0.48,0.41,0.13,0.33,0.83,24,14,0.368
Summit,7/15/2022,COL 20 - 23 SD,95% (280/294),77% (10/13),75% (18/24),67% (18/27),9% (2/22),29% (2/7),65% (11/17),14,8,0.95,0.77,0.75,0.67,0.09,0.29,0.65,20,23,0.465
Aviators,7/16/2022,COL 27 - 21 LA,93% (251/271),75% (9/12),62% (18/29),53% (18/34),14% (3/22),43% (3/7),83% (15/18),20,11,0.93,0.75,0.62,0.53,0.14,0.43,0.83,27,21,0.438
Breeze,7/16/2022,DC 24 - 17 OTT,94% (253/270),50% (5/10),84% (16/19),62% (16/26),31% (8/26),50% (8/16),83% (15/18),17,14,0.94,0.50,0.84,0.62,0.31,0.50,0.83,24,17,0.585
Cannons,7/16/2022,ATL 26 - 17 TB,90% (186/207),67% (6/9),56% (15/27),44% (15/34),11% (2/19),67% (2/3),82% (9/11),21,5,0.90,0.67,0.56,0.44,0.11,0.67,0.82,26,17,0.395
Flyers,7/16/2022,CAR 27 - 22 PIT,97% (303/311),80% (12/15),88% (21/24),84% (21/25),21% (6/29),60% (6/10),93% (14/15),8,10,0.97,0.80,0.88,0.84,0.21,0.60,0.93,27,22,0.551
Hustle,7/16/2022,ATL 26 - 17 TB,96% (216/226),86% (6/7),83% (15/18),79% (15/19),39% (11/28),55% (11/20),94% (17/18),10,7,0.96,0.86,0.83,0.79,0.39,0.55,0.94,26,17,0.605
Legion,7/16/2022,DAL 22 - 26 ATX,92% (239/261),43% (6/14),63% (17/27),50% (17/34),21% (5/24),50% (5/10),80% (16/20),22,11,0.92,0.43,0.63,0.50,0.21,0.50,0.80,22,26,0.458
Mechanix,7/16/2022,MAD 25 - 18 DET,93% (249/269),50% (6/12),48% (13/27),45% (13/29),26% (5/19),56% (5/9),86% (12/14),20,2,0.93,0.50,0.48,0.45,0.26,0.56,0.86,25,18,0.419
Outlaws,7/16/2022,DC 24 - 17 OTT,91% (247/271),43% (6/14),62% (16/26),48% (16/33),5% (1/19),13% (1/8),79% (11/14),24,7,0.91,0.43,0.62,0.48,0.05,0.13,0.79,24,17,0.415
Phoenix,7/16/2022,PHI 25 - 23 TOR,94% (264/281),62% (13/21),72% (18/25),58% (18/31),23% (6/26),55% (6/11),76% (13/17),17,8,0.94,0.62,0.72,0.58,0.23,0.55,0.76,25,23,0.521
Radicals,7/16/2022,MAD 25 - 18 DET,96% (292/303),71% (5/7),74% (14/19),61% (14/23),41% (11/27),85% (11/13),86% (18/21),11,12,0.96,0.71,0.74,0.61,0.41,0.85,0.86,25,18,0.581
Rush,7/16/2022,PHI 25 - 23 TOR,93% (226/244),68% (15/22),77% (20/26),65% (20/31),12% (3/25),27% (3/11),92% (11/12),18,7,0.93,0.68,0.77,0.65,0.12,0.27,0.92,25,23,0.479
Shred,7/16/2022,SLC 22 - 19 OAK,91% (240/264),50% (6/12),71% (15/21),50% (15/30),29% (7/24),41% (7/17),88% (14/16),24,13,0.91,0.50,0.71,0.50,0.29,0.41,0.88,22,19,0.537
Sol,7/16/2022,DAL 22 - 26 ATX,94% (285/303),58% (7/12),75% (18/24),62% (18/29),30% (8/27),53% (8/15),82% (18/22),18,12,0.94,0.58,0.75,0.62,0.30,0.53,0.82,22,26,0.542
Spiders,7/16/2022,SLC 22 - 19 OAK,92% (311/338),67% (8/12),58% (14/24),42% (14/33),24% (5/21),36% (5/14),77% (10/13),27,16,0.92,0.67,0.58,0.42,0.24,0.36,0.77,22,19,0.463
Summit,7/16/2022,COL 27 - 21 LA,95% (265/279),69% (11/16),86% (19/22),73% (19/26),28% (8/29),53% (8/15),90% (18/20),14,11,0.95,0.69,0.86,0.73,0.28,0.53,0.90,27,21,0.563
Thunderbirds,7/16/2022,CAR 27 - 22 PIT,96% (288/301),62% (8/13),72% (21/29),64% (21/33),4% (1/24),33% (1/3),100% (16/16),13,5,0.96,0.62,0.72,0.64,0.04,0.33,1.00,27,22,0.449
Union,7/16/2022,CHI 27 - 25 MIN,95% (254/267),83% (10/12),81% (22/27),76% (22/29),17% (5/29),45% (5/11),89% (17/19),13,5,0.95,0.83,0.81,0.76,0.17,0.45,0.89,27,25,0.519
Wind Chill,7/16/2022,CHI 27 - 25 MIN,94% (235/249),69% (9/13),72% (21/29),62% (21/34),15% (4/27),67% (4/6),94% (15/16),14,7,0.94,0.69,0.72,0.62,0.15,0.67,0.94,27,25,0.481
Aviators,7/22/2022,LA 16 - 19 SLC,91% (243/266),45% (5/11),62% (13/21),42% (13/31),18% (3/17),33% (3/9),73% (11/15),23,8,0.91,0.45,0.62,0.42,0.18,0.33,0.73,16,19,0.457
Empire,7/22/2022,NY 24 - 19 PHI,95% (279/294),63% (10/16),81% (17/21),74% (17/23),23% (6/26),40% (6/15),82% (14/17),15,11,0.95,0.63,0.81,0.74,0.23,0.40,0.82,24,19,0.558
Hustle,7/22/2022,DAL 20 - 27 ATL,96% (255/265),92% (11/12),82% (18/22),72% (18/25),31% (9/29),64% (9/14),78% (14/18),10,14,0.96,0.92,0.82,0.72,0.31,0.64,0.78,20,27,0.574
Legion,7/22/2022,DAL 20 - 27 ATL,93% (256/275),56% (9/16),59% (17/29),52% (17/33),14% (3/22),50% (3/6),71% (12/17),19,6,0.93,0.56,0.59,0.52,0.14,0.50,0.71,20,27,0.426
Phoenix,7/22/2022,NY 24 - 19 PHI,91% (205/226),58% (11/19),65% (17/26),49% (17/35),10% (2/21),33% (2/6),75% (9/12),21,10,0.91,0.58,0.65,0.49,0.10,0.33,0.75,24,19,0.442
Shred,7/22/2022,LA 16 - 19 SLC,93% (237/256),82% (9/11),82% (14/17),61% (14/23),24% (5/21),29% (5/17),60% (12/20),19,11,0.93,0.82,0.82,0.61,0.24,0.29,0.60,16,19,0.543
AlleyCats,7/23/2022,MIN 24 - 21 IND,94% (292/309),50% (6/12),65% (17/26),52% (17/33),17% (4/23),80% (4/5),75% (15/20),17,7,0.94,0.50,0.65,0.52,0.17,0.80,0.75,24,21,0.467
Aviators,7/23/2022,LA 18 - 22 OAK,93% (260/281),71% (5/7),58% (14/24),45% (14/31),21% (4/19),50% (4/8),61% (14/23),21,7,0.93,0.71,0.58,0.45,0.21,0.50,0.61,18,22,0.45
Breeze,7/23/2022,DC 23 - 21 BOS,93% (284/307),50% (8/16),74% (17/23),50% (17/34),24% (6/25),46% (6/13),68% (13/19),23,17,0.93,0.50,0.74,0.50,0.24,0.46,0.68,23,21,0.523
Cannons,7/23/2022,DAL 15 - 17 TB,93% (274/294),60% (3/5),59% (10/17),43% (10/23),39% (7/18),47% (7/15),75% (12/16),20,13,0.93,0.60,0.59,0.43,0.39,0.47,0.75,15,17,0.531
Cascades,7/23/2022,SD 22 - 18 SEA,92% (257/279),41% (7/17),57% (13/23),42% (13/31),26% (5/19),56% (5/9),75% (9/12),22,9,0.92,0.41,0.57,0.42,0.26,0.56,0.75,22,18,0.45
Glory,7/23/2022,DC 23 - 21 BOS,90% (255/282),33% (6/18),64% (16/25),52% (16/31),22% (5/23),29% (5/17),81% (13/16),27,11,0.90,0.33,0.64,0.52,0.22,0.29,0.81,23,21,0.477
Growlers,7/23/2022,SD 22 - 18 SEA,95% (294/311),80% (4/5),74% (14/19),61% (14/23),35% (8/23),50% (8/16),88% (14/16),17,10,0.95,0.80,0.74,0.61,0.35,0.50,0.88,22,18,0.55
Legion,7/23/2022,DAL 15 - 17 TB,88% (157/178),79% (11/14),56% (10/18),40% (10/25),29% (5/17),45% (5/11),73% (8/11),21,10,0.88,0.79,0.56,0.40,0.29,0.45,0.73,15,17,0.469
Spiders,7/23/2022,LA 18 - 22 OAK,94% (265/282),64% (9/14),68% (13/19),57% (13/23),38% (9/24),53% (9/17),86% (12/14),17,12,0.94,0.64,0.68,0.57,0.38,0.53,0.86,18,22,0.55
Thunderbirds,7/23/2022,CHI 25 - 17 PIT,93% (241/258),75% (9/12),52% (14/27),44% (14/32),16% (3/19),75% (3/4),54% (7/13),17,6,0.93,0.75,0.52,0.44,0.16,0.75,0.54,25,17,0.405
Union,7/23/2022,CHI 25 - 17 PIT,96% (227/237),75% (9/12),79% (15/19),79% (15/19),37% (10/27),63% (10/16),87% (13/15),10,6,0.96,0.75,0.79,0.79,0.37,0.63,0.87,25,17,0.595
Wind Chill,7/23/2022,MIN 24 - 21 IND,95% (248/261),64% (9/14),74% (17/23),71% (17/24),27% (7/26),50% (7/14),89% (16/18),13,10,0.95,0.64,0.74,0.71,0.27,0.50,0.89,24,21,0.533
Growlers,7/24/2022,SD 23 - 18 POR,92% (248/269),55% (6/11),89% (16/18),64% (16/25),28% (7/25),37% (7/19),90% (18/20),21,11,0.92,0.55,0.89,0.64,0.28,0.37,0.90,23,18,0.561
Nitro,7/24/2022,SD 23 - 18 POR,91% (274/300),60% (6/10),60% (15/25),42% (15/36),11% (2/18),22% (2/9),47% (7/15),26,7,0.91,0.60,0.60,0.42,0.11,0.22,0.47,23,18,0.439
Aviators,7/29/2022,OAK 24 - 25 LA,95% (276/292),50% (5/10),69% (18/26),62% (18/29),26% (7/27),54% (7/13),96% (23/24),16,3,0.95,0.50,0.69,0.62,0.26,0.54,0.96,24,25,0.51
Breeze,7/29/2022,OTT 17 - 24 DC,96% (296/308),63% (5/8),84% (16/19),76% (16/21),31% (8/26),47% (8/17),86% (18/21),12,11,0.96,0.63,0.84,0.76,0.31,0.47,0.86,17,24,0.585
Cannons,7/29/2022,TB 10 - 30 ATX,76% (134/177),67% (4/6),26% (8/31),18% (8/45),17% (2/12),25% (2/8),55% (6/11),43,10,0.76,0.67,0.26,0.18,0.17,0.25,0.55,10,30,0.25
Nitro,7/29/2022,POR 16 - 32 SLC,88% (272/310),53% (10/19),47% (16/34),32% (16/50),0% (0/18),0% (0/6),86% (6/7),38,5,0.88,0.53,0.47,0.32,0.00,0.00,0.86,16,32,0.333
Outlaws,7/29/2022,OTT 17 - 24 DC,92% (206/225),75% (9/12),54% (14/26),42% (14/33),16% (3/19),60% (3/5),53% (8/15),19,6,0.92,0.75,0.54,0.42,0.16,0.60,0.53,17,24,0.415
Radicals,7/29/2022,CHI 21 - 15 MAD,89% (172/194),64% (7/11),55% (12/22),40% (12/30),12% (2/17),33% (2/6),67% (8/12),22,13,0.89,0.64,0.55,0.40,0.12,0.33,0.67,21,15,0.417
Shred,7/29/2022,POR 16 - 32 SLC,93% (284/306),71% (12/17),89% (16/18),70% (16/23),47% (16/34),48% (16/33),63% (19/30),22,18,0.93,0.71,0.89,0.70,0.47,0.48,0.63,16,32,0.667
Sol,7/29/2022,TB 10 - 30 ATX,92% (264/287),53% (9/17),67% (8/12),47% (8/17),71% (22/31),61% (22/36),85% (23/27),23,20,0.92,0.53,0.67,0.47,0.71,0.61,0.85,10,30,0.75
Spiders,7/29/2022,OAK 24 - 25 LA,95% (318/334),60% (6/10),70% (19/27),59% (19/32),19% (5/26),63% (5/8),78% (18/23),16,5,0.95,0.60,0.70,0.59,0.19,0.63,0.78,24,25,0.49
Union,7/29/2022,CHI 21 - 15 MAD,95% (338/356),0% (0/2),82% (14/17),67% (14/21),32% (7/22),39% (7/18),90% (18/20),18,9,0.95,0.00,0.82,0.67,0.32,0.39,0.90,21,15,0.583
AlleyCats,7/30/2022,IND 21 - 23 ATL,94% (275/292),56% (9/16),56% (14/25),50% (14/28),32% (7/22),64% (7/11),75% (12/16),17,6,0.94,0.56,0.56,0.50,0.32,0.64,0.75,21,23,0.477
Cannons,7/30/2022,TB 16 - 24 DAL,88% (222/251),100% (4/4),44% (11/25),31% (11/35),28% (5/18),50% (5/10),60% (12/20),29,6,0.88,1.00,0.44,0.31,0.28,0.50,0.60,16,24,0.4
Growlers,7/30/2022,OAK 18 - 24 SD,96% (240/250),75% (6/8),80% (16/20),80% (16/20),31% (8/26),53% (8/15),89% (8/9),10,9,0.96,0.75,0.80,0.80,0.31,0.53,0.89,18,24,0.571
Hustle,7/30/2022,IND 21 - 23 ATL,95% (241/255),73% (11/15),59% (13/22),52% (13/25),40% (10/25),71% (10/14),76% (13/17),14,12,0.95,0.73,0.59,0.52,0.40,0.71,0.76,21,23,0.523
Legion,7/30/2022,TB 16 - 24 DAL,89% (166/187),63% (12/19),72% (13/18),57% (13/23),46% (11/24),50% (11/22),79% (11/14),21,12,0.89,0.63,0.72,0.57,0.46,0.50,0.79,16,24,0.6
Mechanix,7/30/2022,DET 18 - 33 CHI,91% (242/266),64% (9/14),49% (17/35),44% (17/39),5% (1/20),33% (1/3),77% (10/13),24,3,0.91,0.64,0.49,0.44,0.05,0.33,0.77,18,33,0.353
Nitro,7/30/2022,POR 18 - 34 COL,92% (264/288),56% (10/18),49% (17/35),44% (17/39),5% (1/20),25% (1/4),67% (6/9),24,4,0.92,0.56,0.49,0.44,0.05,0.25,0.67,18,34,0.346
Outlaws,7/30/2022,OTT 19 - 25 PHI,93% (276/296),75% (9/12),67% (18/27),56% (18/32),5% (1/21),13% (1/8),82% (9/11),20,9,0.93,0.75,0.67,0.56,0.05,0.13,0.82,19,25,0.432
Phoenix,7/30/2022,OTT 19 - 25 PHI,94% (250/265),69% (9/13),86% (18/21),64% (18/28),26% (7/27),58% (7/12),93% (13/14),15,8,0.94,0.69,0.86,0.64,0.26,0.58,0.93,19,25,0.568
Spiders,7/30/2022,OAK 18 - 24 SD,95% (303/319),40% (4/10),54% (14/26),47% (14/30),20% (4/20),100% (4/4),82% (14/17),16,3,0.95,0.40,0.54,0.47,0.20,1.00,0.82,18,24,0.429
Summit,7/30/2022,POR 18 - 34 COL,97% (252/260),100% (13/13),85% (17/20),74% (17/23),49% (17/35),81% (17/21),88% (23/26),8,13,0.97,1.00,0.85,0.74,0.49,0.81,0.88,18,34,0.654
Union,7/30/2022,DET 18 - 33 CHI,97% (266/273),82% (9/11),90% (18/20),82% (18/22),43% (15/35),79% (15/19),93% (14/15),7,12,0.97,0.82,0.90,0.82,0.43,0.79,0.93,18,33,0.647
Mechanix,7/31/2022,DET 9 - 28 MIN,79% (147/187),31% (5/16),30% (8/27),21% (8/38),9% (1/11),9% (1/11),50% (4/8),40,8,0.79,0.31,0.30,0.21,0.09,0.09,0.50,9,28,0.243
Wind Chill,7/31/2022,DET 9 - 28 MIN,93% (302/325),44% (4/9),91% (10/11),48% (10/21),64% (18/28),60% (18/30),75% (18/24),23,17,0.93,0.44,0.91,0.48,0.64,0.60,0.75,9,28,0.757
AlleyCats,8/13/2022,IND 18 - 20 MIN,94% (248/263),55% (6/11),68% (15/22),60% (15/25),15% (3/20),33% (3/9),79% (11/14),15,4,0.94,0.55,0.68,0.60,0.15,0.33,0.79,18,20,0.474
Breeze,8/13/2022,PHI 18 - 23 DC,97% (288/296),50% (3/6),90% (18/20),75% (18/24),20% (5/25),63% (5/8),90% (18/20),8,9,0.97,0.50,0.90,0.75,0.20,0.63,0.90,18,23,0.561
Growlers,8/13/2022,SD 16 - 19 SLC,90% (265/293),38% (5/13),48% (10/21),29% (10/35),33% (6/18),60% (6/10),58% (11/19),28,10,0.90,0.38,0.48,0.29,0.33,0.60,0.58,16,19,0.457
Phoenix,8/13/2022,PHI 18 - 23 DC,94% (225/239),69% (11/16),68% (17/25),61% (17/28),5% (1/20),20% (1/5),77% (10/13),14,4,0.94,0.69,0.68,0.61,0.05,0.20,0.77,18,23,0.439
Shred,8/13/2022,SD 16 - 19 SLC,89% (207/232),62% (8/13),56% (10/18),48% (10/21),43% (9/21),38% (9/24),80% (8/10),25,17,0.89,0.62,0.56,0.48,0.43,0.38,0.80,16,19,0.543
Wind Chill,8/13/2022,IND 18 - 20 MIN,96% (247/258),67% (4/6),68% (13/19),62% (13/21),32% (7/22),70% (7/10),81% (13/16),11,4,0.96,0.67,0.68,0.62,0.32,0.70,0.81,18,20,0.526
Breeze,8/20/2022,DC 18 - 19 NY,95% (255/268),75% (6/8),75% (15/20),68% (15/22),16% (3/19),33% (3/9),92% (11/12),13,9,0.95,0.75,0.75,0.68,0.16,0.33,0.92,18,19,0.486
Empire,8/20/2022,DC 18 - 19 NY,96% (268/280),50% (4/8),79% (15/19),60% (15/25),20% (4/20),67% (4/6),76% (13/17),12,6,0.96,0.50,0.79,0.60,0.20,0.67,0.76,18,19,0.514
Flyers,8/20/2022,ATX 20 - 22 CAR,95% (248/260),60% (6/10),77% (17/22),63% (17/27),21% (5/24),63% (5/8),84% (16/19),12,6,0.95,0.60,0.77,0.63,0.21,0.63,0.84,20,22,0.524
Shred,8/20/2022,SLC 21 - 26 COL,95% (283/299),57% (8/14),64% (18/28),55% (18/33),14% (3/22),60% (3/5),90% (9/10),16,5,0.95,0.57,0.64,0.55,0.14,0.60,0.90,21,26,0.447
Sol,8/20/2022,ATX 20 - 22 CAR,95% (257/271),71% (5/7),71% (17/24),65% (17/26),14% (3/22),38% (3/8),79% (11/14),14,10,0.95,0.71,0.71,0.65,0.14,0.38,0.79,20,22,0.476
Summit,8/20/2022,SLC 21 - 26 COL,96% (238/249),71% (12/17),77% (17/22),71% (17/24),32% (9/28),64% (9/14),89% (16/18),11,6,0.96,0.71,0.77,0.71,0.32,0.64,0.89,21,26,0.553
Union,8/21/2022,MIN 16 - 21 CHI,94% (304/322),36% (4/11),76% (13/17),68% (13/19),36% (8/22),38% (8/21),86% (12/14),18,15,0.94,0.36,0.76,0.68,0.36,0.38,0.86,16,21,0.568
Wind Chill,8/21/2022,MIN 16 - 21 CHI,91% (223/246),47% (8/17),59% (13/22),39% (13/33),18% (3/17),60% (3/5),67% (10/15),23,8,0.91,0.47,0.59,0.39,0.18,0.60,0.67,16,21,0.432
Empire,8/26/2022,CAR 16 - 22 NY,96% (260/271),50% (4/8),83% (15/18),68% (15/22),30% (7/23),58% (7/12),85% (17/20),11,8,0.96,0.50,0.83,0.68,0.30,0.58,0.85,16,22,0.579
Flyers,8/26/2022,CAR 16 - 22 NY,93% (221/238),63% (10/16),65% (15/23),54% (15/28),6% (1/18),20% (1/5),58% (7/12),17,6,0.93,0.63,0.65,0.54,0.06,0.20,0.58,16,22,0.421
Summit,8/26/2022,CHI 19 - 14 COL,92% (213/232),50% (5/10),52% (11/21),42% (11/26),19% (3/16),43% (3/7),60% (9/15),19,7,0.92,0.50,0.52,0.42,0.19,0.43,0.60,19,14,0.424
Union,8/26/2022,CHI 19 - 14 COL,96% (304/318),71% (10/14),69% (11/16),55% (11/20),38% (8/21),57% (8/14),83% (10/12),14,7,0.96,0.71,0.69,0.55,0.38,0.57,0.83,19,14,0.576
Empire,8/27/2022,CHI 14 - 22 NY,97% (250/258),75% (9/12),88% (14/16),74% (14/19),35% (8/23),67% (8/12),83% (10/12),8,9,0.97,0.75,0.88,0.74,0.35,0.67,0.83,14,22,0.611
Union,8/27/2022,CHI 14 - 22 NY,92% (204/221),50% (4/8),52% (12/23),46% (12/26),13% (2/16),40% (2/5),75% (9/12),17,4,0.92,0.50,0.52,0.46,0.13,0.40,0.75,14,22,0.389
Cascades,4/28/2023,SEA 20 - 28 SLC,90% (235/261),36% (5/14),52% (15/29),38% (15/40),18% (4/22),67% (4/6),69% (11/16),26,11,0.90,0.36,0.52,0.38,0.18,0.67,0.69,20,28,0.417
Shred,4/28/2023,SEA 20 - 28 SLC,94% (270/288),69% (11/16),77% (17/22),71% (17/24),38% (11/29),48% (11/23),79% (15/19),18,13,0.94,0.69,0.77,0.71,0.38,0.48,0.79,20,28,0.583
AlleyCats,4/29/2023,IND 14 - 23 ATL,93% (250/268),50% (5/10),52% (13/25),46% (13/28),6% (1/16),25% (1/4),67% (6/9),18,6,0.93,0.50,0.52,0.46,0.06,0.25,0.67,14,23,0.378
Breeze,4/29/2023,DC 21 - 16 CAR,95% (295/310),43% (3/7),76% (13/17),57% (13/23),36% (8/22),57% (8/14),94% (15/16),15,14,0.95,0.43,0.76,0.57,0.36,0.57,0.94,21,16,0.568
Cascades,4/29/2023,SEA 23 - 24 OAK,91% (231/254),14% (1/7),74% (20/27),54% (20/37),12% (3/25),30% (3/10),85% (17/20),23,10,0.91,0.14,0.74,0.54,0.12,0.30,0.85,23,24,0.489
Empire,4/29/2023,PHI 8 - 17 NY,94% (293/313),71% (5/7),60% (6/10),40% (6/15),61% (11/18),50% (11/22),74% (14/19),20,13,0.94,0.71,0.60,0.40,0.61,0.50,0.74,8,17,0.68
Flyers,4/29/2023,DC 21 - 16 CAR,91% (209/229),100% (9/9),59% (13/22),48% (13/27),18% (3/17),33% (3/9),62% (8/13),20,9,0.91,1.00,0.59,0.48,0.18,0.33,0.62,21,16,0.432
